"","manufact","model","sales","resale","type","price","engine_s","horsepow","wheelbas","width","length","curb_wgt","fuel_cap","mpg","lnsales","zresale","ztype","zprice","zengine_","zhorsepo","zwheelba","zwidth","zlength","zcurb_wg","zfuel_ca","zmpg"
"79","Lincoln","Navigator",22.925,NA,1,42.66,5.4,300,119,79.9,204.8,5.393,30,15,3.13222801814253,NA,1.67667751089232,1.06393632565897,2.23911923283729,2.01147507323918,1.50665671390169,2.53485654990851,1.29963740302581,3.19582707406026,3.09884797101117,-2.06492760157836
"80","Mitsubishi","Mirage",26.232,8.325,0,13.987,1.8,113,98.4,66.5,173.6,2.25,13.2,30,3.26698003954235,-0.851099999979148,-0.592618775401597,-0.93395197486798,-1.20700124170757,-1.28656622827461,-1.189218573289,-1.34709519509423,-1.02321628675358,-1.78909259683784,-1.22222718856641,1.43751953818669
"81","Mitsubishi","Eclipse",42.541,10.395,0,19.047,2.4,154,100.8,68.9,175.4,2.91,15.9,24,3.75046831678306,-0.670367390117573,-0.592618775401597,-0.581379352517114,-0.632647829283431,-0.563466263771586,-0.875136015558046,-0.65182025569075,-0.88920549695861,-0.74230704711059,-0.52776868077716,0.0365406822806684
"82","Mitsubishi","Galant",55.616,10.595,0,17.357,2.4,145,103.7,68.5,187.8,2.945,16.3,25,4.01847092964293,-0.652905302208242,-0.592618775401597,-0.699135821246949,-0.632647829283431,-0.72219552427225,-0.495619591633143,-0.767699412257998,0.0339799438511477,-0.686795692200813,-0.424885938882455,0.270037158265005
"83","Mitsubishi","Diamante",5.711,16.575,0,24.997,3.5,210,107.1,70.3,194.1,3.443,19,22,1.74239413968273,-0.130788873719247,-0.592618775401597,-0.16679296852746,0.420333426827499,0.424182468232544,-0.0506693015142932,-0.246243207705392,0.503017708133523,0.103051586229748,0.269572568906798,-0.430452269688004
"84","Mitsubishi","3000GT",0.11,20.94,0,25.45,3,161,97.2,72.4,180.3,3.131,19.8,21,-2.20727491318972,0.2503211949019,-0.592618775401597,-0.135228660637155,-0.058294416859287,-0.44001017227107,-1.34625985215448,0.362122364272652,-0.524398346961205,-0.391792491823133,0.475338052696207,-0.663948745672341
"85","Mitsubishi","Montero",11.337,19.125,1,31.807,3.5,200,107.3,69.9,186.6,4.52,24.3,18,2.42807171303546,0.091852747124722,1.67667751089232,0.307716825585069,0.420333426827499,0.247816623231806,-0.0244957550367133,-0.362122364272635,-0.0553605826788301,1.81121527873921,1.63276889901163,-1.36443817362535
"86","Mitsubishi","Montero Sport",39.348,13.88,1,22.527,3,173,107.3,66.7,178.3,3.51,19.5,20,3.67244514765051,-0.366090508297481,1.67667751089232,-0.338898576671064,-0.058294416859287,-0.228371158270185,-0.0244957550367133,-1.2891556168106,-0.673299224511166,0.209316179914181,0.398175996275179,-0.897445221656677
"87","Mercury","Mystique",14.351,8.8,0,16.24,2,125,106.5,69.1,184.8,2.769,15,28,2.66381962618879,-0.809627541194487,-0.592618775401597,-0.776966576022822,-1.01555010423286,-1.07492721427373,-0.129189940947031,-0.593880677407131,-0.189371372473794,-0.965938505461412,-0.759254850040245,0.970526586218014
"88","Mercury","Cougar",26.529,13.89,0,16.54,2,125,106.4,69.6,185,2.892,16,30,3.27823847426171,-0.365217403902015,-0.592618775401597,-0.75606306086368,-1.01555010423286,-1.07492721427373,-0.14227671418582,-0.449031731698073,-0.174481284718798,-0.770855743921334,-0.502047995303484,1.43751953818669
"89","Mercury","Sable",67.956,11.03,0,19.035,3,153,108.5,73,199.7,3.379,16,24,4.21886043691967,-0.614925261005447,-0.592618775401597,-0.58221549312348,-0.058294416859287,-0.58110284827166,0.132545523828764,0.535941099123519,0.919940165273413,0.00154510868043917,-0.502047995303484,0.0365406822806684
"90","Mercury","Grand Marquis",81.174,14.875,0,22.605,4.6,200,114.7,78.2,212,3.958,19,21,4.39659499884928,-0.27921662094856,-0.592618775401597,-0.333463662729687,1.47331468293843,0.247816623231806,0.943925464633728,2.04237013449772,1.83568056220567,0.919861522759344,0.269572568906798,-0.663948745672341
"91","Mercury","Mountaineer",27.609,20.43,1,27.56,4,210,111.6,70.2,190.1,3.876,21,18,3.31814180652483,0.205792870733106,1.67667751089232,0.0117927293154787,0.898961270514286,0.424182468232544,0.538235494231245,-0.275212996847202,0.205215953033601,0.789806348399291,0.78398627838032,-1.36443817362535
"92","Mercury","Villager",20.38,14.795,1,22.51,3.3,170,112.2,74.9,194.7,3.944,20,21,3.01455402779458,-0.286201456112292,1.67667751089232,-0.340083109196749,0.228882289352785,-0.281280911770406,0.616756133663985,1.08636709281794,0.547687971398511,0.897656980795432,0.526779423643559,-0.663948745672341
"93","Mercedes-Benz","C-Class",18.392,26.05,0,31.75,2.3,185,105.9,67.7,177.4,3.25,16.4,26,2.91191578746088,0.696477540985305,-0.592618775401597,0.303745157704832,-0.728373398020788,-0.0167321442692999,-0.207710580379769,-0.999457725392489,-0.740304619408649,-0.203053885129887,-0.39916525340878,0.503533634249341
"94","Mercedes-Benz","E-Class",27.602,41.45,0,49.9,3.2,221,111.5,70.8,189.4,3.823,21.1,25,3.31788823386585,2.04105831000379,-0.592618775401597,1.56840782483294,0.133156720615428,0.618184897733355,0.525148720992456,-0.101394261996334,0.153100645891116,0.70574629667877,0.809706963853996,0.270037158265005
"95","Mercedes-Benz","S-Class",16.774,50.375,0,69.7,4.3,275,121.5,73.1,203.1,4.133,23.2,21,2.81983006856222,2.82030398295768,-0.592618775401597,2.94803982533633,1.18613797672636,1.57056046073734,1.83382604487143,0.564910888265329,1.17307165710835,1.19741829730824,1.34984135880119,-0.663948745672341
"96","Mercedes-Benz","SL-Class",3.311,58.6,0,82.6,5,302,99,71.3,177.1,4.125,21.1,20,1.19725025856511,3.53843234822891,-0.592618775401597,3.84689097717944,1.85621695788786,2.04674824223933,-1.11069793385626,0.043454683712723,-0.762639751041144,1.18472998761457,0.809706963853996,-0.897445221656677
"97","Mercedes-Benz","SLK",7.998,NA,0,38.9,2.3,190,94.5,67.5,157.9,3.055,15.9,26,2.07919151042463,NA,-0.592618775401597,0.801945602331055,-0.728373398020788,0.0714507782310689,-1.6996027296018,-1.05739730367611,-2.19208817552077,-0.512331433912937,-0.52776868077716,0.503533634249341
"98","Mercedes-Benz","SLK230",1.526,NA,0,41,2.3,185,94.5,67.5,157.3,2.975,14,27,0.422649932862265,NA,-0.592618775401597,0.948270208445051,-0.728373398020788,-0.0167321442692999,-1.6996027296018,-1.05739730367611,-2.23675843878575,-0.639214530849574,-1.01646170477701,0.737030110233678
"99","Mercedes-Benz","CLK Coupe",11.592,NA,0,41.6,3.2,215,105.9,67.8,180.3,3.213,16.4,26,2.45031520501838,NA,-0.592618775401597,0.990077238763336,0.133156720615428,0.512365390732913,-0.207710580379769,-0.970487936250679,-0.524398346961205,-0.261737317463081,-0.39916525340878,0.503533634249341
"100","Mercedes-Benz","CL500",0.954,NA,0,85.5,5,302,113.6,73.1,196.6,4.115,23.2,20,-0.0470916075338506,NA,-0.592618775401597,4.04895829038448,1.85621695788786,2.04674824223933,0.79997095900704,0.564910888265329,0.689143805070974,1.16886960049749,1.34984135880119,-0.897445221656677
"101","Mercedes-Benz","M-Class",28.976,NA,1,35.3,3.2,215,111,72.2,180.6,4.387,19,20,3.36646790114106,NA,1.67667751089232,0.551103420421348,0.133156720615428,0.512365390732913,0.459714854798507,0.304182785989028,-0.502063215328713,1.60027213008205,0.269572568906798,-0.897445221656677
"102","Nissan","Sentra",42.643,8.45,0,13.499,1.8,126,99.8,67.3,177.5,2.593,13.2,30,3.75286313385548,-0.840186195035816,-0.592618775401597,-0.967955026193518,-1.20700124170757,-1.05729062977365,-1.00600374794594,-1.11533688195974,-0.732859575531151,-1.24508131872201,-1.22222718856641,1.43751953818669
"103","Nissan","Altima",88.094,11.295,0,20.39,2.4,155,103.1,69.1,183.5,3.012,15.9,25,4.47840442619613,-0.591787994525584,-0.592618775401597,-0.487801282988021,-0.632647829283431,-0.545829679271512,-0.574140231065883,-0.593880677407131,-0.286156942881269,-0.580531098516379,-0.52776868077716,0.270037158265005
"104","Nissan","Maxima",79.853,15.125,0,26.249,3,222,108.3,70.3,190.5,3.294,18.5,25,4.38018744439985,-0.257389011061896,-0.592618775401597,-0.0795556319299729,-0.058294416859287,0.635821482233429,0.106371977351184,-0.246243207705392,0.234996128543594,-0.133268181814737,0.140969141538418,0.270037158265005
"105","Nissan","Quest",27.308,15.38,1,26.399,3.3,170,112.2,74.9,194.8,3.991,20,21,3.30717969955603,-0.235124848977499,1.67667751089232,-0.0691038743504017,0.228882289352785,-0.281280911770406,0.616756133663985,1.08636709281794,0.555133015276011,0.972200800245706,0.526779423643559,-0.663948745672341
"106","Nissan","Pathfinder",42.574,17.81,1,29.299,3.3,170,106.3,71.7,182.6,3.947,21,19,3.75124373831049,-0.0229604808791289,1.67667751089232,0.13296343885464,0.228882289352785,-0.281280911770406,-0.155363487424611,0.159333840279971,-0.353162337778752,0.902415096930556,0.78398627838032,-1.13094169764101
"107","Nissan","Xterra",54.158,NA,1,22.799,3.3,170,104.3,70.4,178,3.821,19.4,18,3.99190570030032,NA,1.67667751089232,-0.319946056260109,0.228882289352785,-0.281280911770406,-0.417098952200405,-0.217273418563578,-0.695634356143661,0.702574219255355,0.372455310801502,-1.36443817362535
"108","Nissan","Frontier",65.005,NA,1,17.89,3.3,170,116.1,66.5,196.1,3.217,19.4,18,4.17446419001413,NA,1.67667751089232,-0.66199724264754,0.228882289352785,-0.281280911770406,1.12714028997678,-1.34709519509423,0.651918585683484,-0.255393162616249,0.372455310801502,-1.36443817362535
"109","Oldsmobile","Cutlass",1.112,11.24,0,18.145,3.1,150,107,69.4,192,3.102,15.2,25,0.106160195828391,-0.59659006870065,-0.592618775401597,-0.644229254762269,0.0374311518780703,-0.634012601771881,-0.0637560747530822,-0.506971309981693,0.346671786706065,-0.437787614462664,-0.707813479092893,0.270037158265005
"110","Oldsmobile","Intrigue",38.554,NA,0,24.15,3.5,215,109,73.6,195.9,3.455,18,NA,3.6520598559754,NA,-0.592618775401597,-0.225810559660105,0.420333426827499,0.512365390732913,0.197979390022713,0.709759833974386,0.637028497928489,0.122084050770244,0.0123657141700376,NA
"111","Oldsmobile","Alero",80.255,NA,0,18.27,2.4,150,107,70.1,186.7,2.958,15,27,4.38520906536518,NA,-0.592618775401597,-0.635519456779293,-0.632647829283431,-0.634012601771881,-0.0637560747530822,-0.304182785989016,-0.0479155388013325,-0.666177188948609,-0.759254850040245,0.737030110233678
"112","Oldsmobile","Aurora",14.69,19.89,0,36.229,4,250,113.8,74.4,205.4,3.967,18.5,22,2.68716699018579,0.158645233377913,-0.592618775401597,0.615834639030826,0.898961270514286,1.12964584823549,0.82614450548462,0.941518147108882,1.3443076662908,0.934135871164716,0.140969141538418,-0.430452269688004
"113","Oldsmobile","Bravada",20.017,19.925,1,31.598,4.3,190,107,67.8,181.2,4.068,17.5,19,2.99658191250857,0.161701098762046,1.67667751089232,0.293154043357533,1.18613797672636,0.0714507782310689,-0.0637560747530822,-0.970487936250679,-0.457392952063725,1.09432578104722,-0.116237713198343,-1.13094169764101
"114","Oldsmobile","Silhouette",24.361,15.24,1,25.345,3.4,185,120,72.2,201.4,3.948,25,22,3.19298349290225,-0.247348310514031,1.67667751089232,-0.142544890942855,0.324607858090142,-0.0167321442692999,1.63752444628958,0.304182785989028,1.04650591119088,0.904001135642264,1.81281369732736,-0.430452269688004
"115","Plymouth","Neon",32.734,7.75,0,12.64,2,132,105,74.4,174.4,2.559,12.5,29,3.48841429308369,-0.901303502718474,-0.592618775401597,-1.02780875793253,-1.01555010423286,-0.951471122773209,-0.325491539528877,0.941518147108882,-0.96365593573359,-1.29900663492008,-1.40227198688215,1.20402306220235
"116","Plymouth","Breeze",5.24,9.8,0,16.08,2,132,108,71,186.3,2.942,16,27,1.65632149833295,-0.722317101647832,-0.592618775401597,-0.788115117441031,-1.01555010423286,-0.951471122773209,0.0671116576348152,-0.0434546837127106,-0.0776957143113229,-0.691553808335936,-0.502047995303484,0.737030110233678
"117","Plymouth","Voyager",24.155,12.025,1,18.85,2.4,150,113.3,76.8,186.3,3.528,20,24,3.18449139800637,-0.528051373656526,1.67667751089232,-0.595105994138284,-0.632647829283431,-0.634012601771881,0.760710639290671,1.63679308651235,-0.0776957143113229,0.237864876724924,0.526779423643559,0.0365406822806684
"118","Plymouth","Prowler",1.872,NA,0,43,3.5,253,113.3,76.3,165.4,2.85,12,21,0.6270073780554,NA,-0.592618775401597,1.08762697617267,0.420333426827499,1.18255560173572,0.760710639290671,1.4919441408033,-1.63370988470841,-0.837469369813068,-1.53087541425053,-0.663948745672341
"119","Pontiac","Sunfire",51.645,13.79,0,21.61,2.4,150,104.1,68.4,181.9,2.906,15,27,3.9443933854586,-0.37394844785668,-0.592618775401597,-0.402793654674176,-0.632647829283431,-0.634012601771881,-0.443272498677985,-0.796669201399808,-0.405277644921237,-0.748651201957422,-0.759254850040245,0.737030110233678
"120","Pontiac","Grand Am",131.097,10.29,0,19.72,3.4,175,107,70.4,186.3,3.091,15.2,25,4.87593750721263,-0.679534986269972,-0.592618775401597,-0.534485800176772,0.324607858090142,-0.193097989270037,-0.0637560747530822,-0.217273418563578,-0.0776957143113229,-0.455234040291451,-0.707813479092893,0.270037158265005
"121","Pontiac","Firebird",19.911,17.805,0,25.31,3.8,200,101.1,74.5,193.4,3.492,16.8,25,2.9912723428319,-0.0233970330768621,-0.592618775401597,-0.144983634378088,0.707510133039571,0.247816623231806,-0.835875695841677,0.970487936250692,0.450902400991038,0.180767483103438,-0.296282511514075,0.270037158265005
"122","Pontiac","Grand Prix",92.364,14.01,0,21.665,3.8,195,110.5,72.7,196.5,3.396,18,25,4.52573729234018,-0.354740151156416,-0.592618775401597,-0.398961343561666,0.707510133039571,0.159633700731438,0.394280988604559,0.449031731698086,0.681698761193476,0.0285077667794742,0.0123657141700376,0.270037158265005
"123","Pontiac","Bonneville",35.945,13.225,0,23.755,3.8,205,112.2,72.6,202.5,3.59,17.5,24,3.58198999243583,-0.42327884620054,-0.592618775401597,-0.253333521286309,0.707510133039571,0.335999545732175,0.616756133663985,0.420061942556272,1.12840139384336,0.336199276850817,-0.116237713198343,0.0365406822806684
"124","Pontiac","Montana",39.572,NA,1,25.635,3.4,185,120,72.7,201.3,3.942,25,23,3.67812179746098,NA,1.67667751089232,-0.122338159622351,0.324607858090142,-0.0167321442692999,1.63752444628958,0.449031731698086,1.03906086731338,0.894484903372017,1.81281369732736,-0.196955793703668
"125","Porsche","Boxter",8.982,41.25,0,41.43,2.7,217,95.2,70.1,171,2.778,17,22,2.19522257466555,2.02359622209446,-0.592618775401597,0.978231913506488,-0.345471123071359,0.54763855973306,-1.60799531693027,-0.304182785989016,-1.21678742756852,-0.95166415705604,-0.244841140566723,-0.430452269688004
"126","Porsche","Carrera Coupe",1.28,60.625,0,71.02,3.4,300,92.6,69.5,174.5,3.032,17,21,0.246860077931526,3.71523598831089,-0.592618775401597,3.04001529203655,0.324607858090142,2.01147507323918,-1.9482514211388,-0.478001520839883,-0.956210891856093,-0.54881032428222,-0.244841140566723,-0.663948745672341
"127","Porsche","Carrera Cabriolet",1.866,67.55,0,74.97,3.4,300,92.6,69.5,174.5,3.075,17,23,0.623797102425152,4.31986078217147,-0.592618775401597,3.31524490829859,0.324607858090142,2.01147507323918,-1.9482514211388,-0.478001520839883,-0.956210891856093,-0.480610659678778,-0.244841140566723,-0.196955793703668
"128","Saab","9-5",9.191,NA,0,33.12,2.3,170,106.4,70.6,189.2,3.28,18.5,23,2.21822474437597,NA,-0.592618775401597,0.399204543598248,-0.728373398020788,-0.281280911770406,-0.14227671418582,-0.159333840279958,0.138210558136119,-0.155472723778648,0.140969141538418,-0.196955793703668
"129","Saab","9-3",12.115,NA,0,26.1,2,185,102.6,67.4,182.2,2.99,16.9,23,2.49444435426849,NA,-0.592618775401597,-0.08993771112568,-1.01555010423286,-0.0167321442692999,-0.639574097259831,-1.08636709281792,-0.382942513288744,-0.615423950173954,-0.2705618260404,-0.196955793703668
"130","Saturn","SL",80.62,9.2,0,10.685,1.9,100,102.4,66.4,176.9,2.332,12.1,33,4.38974675768902,-0.774703365375825,-0.592618775401597,-1.16402999838627,-1.11127567297022,-1.51584182677557,-0.665747643737409,-1.37606498423604,-0.777529838796139,-1.65903742247779,-1.50515472877685,2.1380089661397
"131","Saturn","SC",24.546,10.59,0,12.535,1.9,100,102.4,66.4,180,2.367,12.1,33,3.20054890817532,-0.653341854405975,-0.592618775401597,-1.03512498823823,-1.11127567297022,-1.51584182677557,-0.665747643737409,-1.37606498423604,-0.5467334785937,-1.60352606756801,-1.50515472877685,2.1380089661397
"132","Saturn","SW",5.223,10.79,0,14.29,1.9,124,102.4,66.4,176.9,2.452,12.1,31,1.65307194945416,-0.635879766496644,-0.592618775401597,-0.912839424557246,-1.11127567297022,-1.0925637987738,-0.665747643737409,-1.37606498423604,-0.777529838796139,-1.46871277707283,-1.50515472877685,1.67101601417102
"133","Saturn","LW",8.472,NA,0,18.835,2.2,137,106.5,69,190.4,3.075,13.1,27,2.13676660829911,NA,-0.592618775401597,-0.596151169896241,-0.824098966758145,-0.86328820027284,-0.129189940947031,-0.62285046654894,0.227551084666096,-0.480610659678778,-1.24794787404009,0.737030110233678
"134","Saturn","LS",49.989,NA,0,15.01,2.2,137,106.5,69,190.4,2.91,13.1,28,3.9118029812246,NA,-0.592618775401597,-0.862670988175305,-0.824098966758145,-0.86328820027284,-0.129189940947031,-0.62285046654894,0.227551084666096,-0.74230704711059,-1.24794787404009,0.970526586218014
"135","Subaru","Outback",47.107,NA,0,22.695,2.5,165,103.5,67.5,185.8,3.415,16.9,25,3.85242160993706,NA,-0.592618775401597,-0.327192608181945,-0.536922260546073,-0.369463834270775,-0.521793138110723,-1.05739730367611,-0.114920933698813,0.0586425023019255,-0.2705618260404,0.270037158265005
"136","Subaru","Forester",33.028,NA,1,20.095,2.5,165,99.4,68.3,175.2,3.125,15.9,24,3.49735568655518,NA,1.67667751089232,-0.508356406227844,-0.536922260546073,-0.369463834270775,-1.0583508409011,-0.825638990541622,-0.904095584713607,-0.401308724093381,-0.52776868077716,0.0365406822806684
"137","Toyota","Corolla",142.535,10.025,0,13.108,1.8,120,97,66.7,174,2.42,13.2,33,4.9595875835856,-0.702672252749835,-0.592618775401597,-0.995199274284267,-1.20700124170757,-1.16311013677409,-1.37243339863206,-1.2891556168106,-0.993436111243583,-1.51946601584749,-1.22222718856641,2.1380089661397
"138","Toyota","Camry",247.994,13.245,0,17.518,2.2,133,105.2,70.1,188.5,2.998,18.5,27,5.51340455232393,-0.421532637409607,-0.592618775401597,-0.687917601444876,-0.824098966758145,-0.933834538273135,-0.299317993051297,-0.304182785989016,0.0860952509936331,-0.60273564048029,0.140969141538418,0.737030110233678
"139","Toyota","Avalon",63.849,18.14,0,25.545,3,210,107.1,71.7,191.9,3.417,18.5,26,4.15652092064878,0.00585196417126727,-0.592618775401597,-0.128609214170093,-0.058294416859287,0.424182468232544,-0.0506693015142932,0.159333840279971,0.339226742828567,0.0618145797253411,0.140969141538418,0.503533634249341
"140","Toyota","Celica",33.269,15.445,0,16.875,1.8,140,102.4,68.3,170.5,2.425,14.5,31,3.50462603247016,-0.229449670406967,-0.592618775401597,-0.732720802269304,-1.20700124170757,-0.810378446772619,-0.665747643737409,-0.825638990541622,-1.25401264695601,-1.51153582228895,-0.887858277408625,1.67101601417102
"141","Toyota","Tacoma",84.087,9.575,1,11.528,2.4,142,103.3,66.5,178.7,2.58,15.1,23,4.43185197714704,-0.74196195054583,1.67667751089232,-1.10529112078908,-0.632647829283431,-0.775105277772471,-0.547966684588303,-1.34709519509423,-0.643519049001176,-1.26569982197421,-0.733534164566569,-0.196955793703668
"142","Toyota","Sienna",65.119,NA,1,22.368,3,194,114.2,73.4,193.5,3.759,20.9,22,4.17621636531102,NA,1.67667751089232,-0.34997743970541,-0.058294416859287,0.141997116231364,0.878491598439779,0.651820255690767,0.458347444868535,0.604239819129461,0.758265592906643,-0.430452269688004
"143","Toyota","RAV4",25.106,13.325,1,16.888,2,127,94.9,66.7,163.8,2.668,15.3,27,3.22310686139602,-0.414547802245875,1.67667751089232,-0.731814983279074,-1.01555010423286,-1.03965404527358,-1.64725563664664,-1.2891556168106,-1.75283058674838,-1.12612841534392,-0.682092793619216,0.737030110233678
"144","Toyota","4Runner",68.411,19.425,1,22.288,2.7,150,105.3,66.5,183.3,3.44,18.5,23,4.22553363041201,0.118045878988718,1.67667751089232,-0.355551710414514,-0.345471123071359,-0.634012601771881,-0.286231219812508,-1.34709519509423,-0.301047030636264,0.0982934700946242,0.140969141538418,-0.196955793703668
"145","Toyota","Land Cruiser",9.835,34.08,1,51.728,4.7,230,112.2,76.4,192.5,5.115,25.4,15,2.28594745184102,1.39758037054494,1.67667751089232,1.69577991053598,1.56904025167579,0.776914158234019,0.616756133663985,1.52091392994511,0.383897006093555,2.75490831220545,1.91569643922207,-2.06492760157836
"146","Volkswagen","Golf",9.761,11.425,0,14.9,2,115,98.9,68.3,163.3,2.767,14.5,26,2.27839485419283,-0.580437637384518,-0.592618775401597,-0.870335610400324,-1.01555010423286,-1.25129305927446,-1.12378470709505,-0.825638990541622,-1.79005580613587,-0.969110582884828,-0.887858277408625,0.503533634249341
"147","Volkswagen","Jetta",83.721,13.24,0,16.7,2,115,98.9,68.3,172.3,2.853,14.5,26,4.42748984208363,-0.42196918960734,-0.592618775401597,-0.74491451944547,-1.01555010423286,-1.25129305927446,-1.12378470709505,-0.825638990541622,-1.12000185716105,-0.832711253677944,-0.887858277408625,0.503533634249341
"148","Volkswagen","Passat",51.102,16.725,0,21.2,1.8,150,106.4,68.5,184.1,3.043,16.4,27,3.933823635387,-0.117692307787249,-0.592618775401597,-0.431361792058337,-1.20700124170757,-0.634012601771881,-0.14227671418582,-0.767699412257998,-0.241486679616281,-0.531363898453433,-0.39916525340878,0.737030110233678
"149","Volkswagen","Cabrio",9.569,16.575,0,19.99,2,115,97.4,66.7,160.4,3.079,13.7,26,2.25852870679713,-0.130788873719247,-0.592618775401597,-0.515672636533544,-1.01555010423286,-1.25129305927446,-1.3200863056769,-1.2891556168106,-2.00596207858332,-0.474266504831946,-1.09362376119803,0.503533634249341
"150","Volkswagen","GTI",5.596,13.76,0,17.5,2,115,98.9,68.3,163.3,2.762,14.6,26,1.72205205680323,-0.37656776104308,-0.592618775401597,-0.689171812354424,-1.01555010423286,-1.25129305927446,-1.12378470709505,-0.825638990541622,-1.79005580613587,-0.977040776443368,-0.862137591934949,0.503533634249341
"151","Volkswagen","Beetle",49.463,NA,0,15.9,2,115,98.9,67.9,161.1,2.769,14.5,26,3.90122491532863,NA,-0.592618775401597,-0.800657226536516,-1.01555010423286,-1.25129305927446,-1.12378470709505,-0.941518147108865,-1.95384677144083,-0.965938505461412,-0.887858277408625,0.503533634249341
"152","Volvo","S40",16.957,NA,0,23.4,1.9,160,100.5,67.6,176.6,2.998,15.8,25,2.83068072792499,NA,-0.592618775401597,-0.27806934755796,-1.11127567297022,-0.457646756771144,-0.914396335274415,-1.0284275145343,-0.799864970428634,-0.60273564048029,-0.553489366250836,0.270037158265005
"153","Volvo","V40",3.545,NA,0,24.4,1.9,160,100.5,67.6,176.6,3.042,15.8,25,1.26553815998409,NA,-0.592618775401597,-0.208390963694153,-1.11127567297022,-0.457646756771144,-0.914396335274415,-1.0284275145343,-0.799864970428634,-0.532949937165141,-0.553489366250836,0.270037158265005
"154","Volvo","S70",15.245,NA,0,27.5,2.4,168,104.9,69.3,185.9,3.208,17.9,25,2.72425158044022,NA,-0.592618775401597,0.00761202628365031,-0.632647829283431,-0.316554080770554,-0.338578312767666,-0.535941099123507,-0.107475889821316,-0.26966751102162,-0.0133549713036389,0.270037158265005
"155","Volvo","V70",17.531,NA,0,28.8,2.4,168,104.9,69.3,186.2,3.259,17.9,25,2.86397074237174,NA,-0.592618775401597,0.0981939253066001,-0.632647829283431,-0.316554080770554,-0.338578312767666,-0.535941099123507,-0.0851407581888227,-0.188779536724515,-0.0133549713036389,0.270037158265005
"156","Volvo","C70",3.493,NA,0,45.5,2.3,236,104.9,71.5,185.7,3.601,18.5,23,1.2507609658247,NA,-0.592618775401597,1.26182293583218,-0.728373398020788,0.882733665234462,-0.338578312767666,0.101394261996347,-0.122365977576313,0.353645702679605,0.140969141538418,-0.196955793703668
"157","Volvo","S80",18.969,NA,0,36,2.9,201,109.9,72.1,189.8,3.6,21.1,24,2.94280606774459,NA,-0.592618775401597,0.599878289126014,-0.154019985596644,0.26545320773188,0.315760349171821,0.275212996847214,0.182880821401109,0.352059663967897,0.809706963853996,0.0365406822806684
